IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Filing Type
984258.0,4037.0,13677.0,0.0,103100522.0,FIRST NATIONAL BANK AND TRUST COMPANY OF ARDMORE,405 WEST MAIN STREET ,ARDMORE,OK,73401.0,51.0
984351.0,4621.0,0.0,0.0,101111678.0,FARMERS BANK & TRUST,101 SOUTH FOURTH ,ATWOOD,KS,67730.0,51.0
984379.0,12773.0,0.0,0.0,124301025.0,ALTABANK,33 EAST MAIN STREET ,AMERICAN FORK,UT,84003.0,51.0
984454.0,15597.0,0.0,0.0,91916093.0,SECURITY STATE BANK OF KENYON,602 2ND STREET ,KENYON,MN,55946.0,51.0
984650.0,17444.0,0.0,0.0,104905140.0,FARMERS AND MERCHANTS BANK,402 MAIN STREET ,AXTELL,NE,68924.0,41.0
984856.0,1941.0,24092.0,0.0,81510564.0,"TIPTON LATHAM BANK, NATIONAL ASSOCIATION, THE",800 WEST HIGHWAY 50 ,TIPTON,MO,65081.0,51.0
985451.0,10528.0,0.0,0.0,111100909.0,EXCHANGE BANK AND TRUST COMPANY,700 FRONT STREET ,NATCHITOCHES,LA,71457.0,41.0
985479.0,29847.0,0.0,4195.0,241272040.0,WAYNE SAVINGS COMMUNITY BANK,151 NORTH MARKET STREET ,WOOSTER,OH,44691.0,51.0
986159.0,9330.0,0.0,0.0,91904267.0,FIRST STATE BANK OF LE CENTER,88 N. PARK AVE. ,LE CENTER,MN,56057.0,51.0
986551.0,5180.0,6921.0,0.0,91904270.0,"FIRST NATIONAL BANK OF LE CENTER, THE",10 W. MINNESOTA ,LE CENTER,MN,56057.0,41.0
986757.0,16330.0,0.0,0.0,104113521.0,BATTLE CREEK STATE BANK,202 WEST MAIN STREET ,BATTLE CREEK,NE,68715.0,41.0
986935.0,155.0,0.0,14550.0,61205271.0,BANK OF ALAPAHA,245 NORTHEAST RAILROAD STREET ,ALAPAHA,GA,31622.0,51.0
987053.0,1390.0,0.0,0.0,91912521.0,LAKE AREA BANK,12790 1ST AVENUE NORTH ,LINDSTROM,MN,55045.0,51.0
987231.0,23257.0,0.0,14909.0,71124931.0,COMMUNITY STATE BANK,625 SOUTH EAST 2ND STREET ,GALVA,IL,61434.0,51.0
987259.0,13892.0,0.0,0.0,104105283.0,SANDHILLS STATE BANK,202 CLARK STREET ,BASSETT,NE,68714.0,51.0
987352.0,3914.0,5886.0,0.0,91300353.0,RAMSEY NATIONAL BANK,300 4TH ST. ,DEVILS LAKE,ND,58301.0,51.0
987576.0,29857.0,704214.0,4214.0,301170707.0,"LIBERTY SAVINGS ASSOCIATION, FSA, THE",24 SOUTH JUDSON ,FORT SCOTT,KS,66701.0,51.0
987651.0,19687.0,0.0,0.0,101101413.0,GARDEN PLAIN STATE BANK,10526 WEST MAPLE STREET ,WICHITA,KS,67209.0,51.0
987848.0,1839.0,0.0,0.0,74912645.0,COMMUNITY STATE BANK,101 S CHICAGO STREET ,ROYAL CENTER,IN,46978.0,41.0
988144.0,1022.0,15649.0,0.0,75902052.0,"CLARE BANK, NATIONAL ASSOCIATION",345 WEST PINE ,PLATTEVILLE,WI,53818.0,51.0
988153.0,21121.0,0.0,0.0,101102865.0,WESTERN STATE BANK,1500 EAST KANSAS AVENUE ,GARDEN CITY,KS,67846.0,41.0
988256.0,5196.0,6488.0,0.0,91204569.0,"FIRST NATIONAL BANK OF MCINTOSH, THE",260 CLEVELAND AVE. SW ,MCINTOSH,MN,56556.0,51.0
988452.0,4228.0,0.0,0.0,103009160.0,FIRST BETHANY BANK & TRUST,6500 NW 39TH EXPRESSWAY ,BETHANY,OK,730082797.0,51.0
989141.0,15311.0,0.0,13677.0,73921527.0,IOWA FALLS STATE BANK,601 WASHINGTON AVENUE ,IOWA FALLS,IA,50126.0,51.0
989347.0,13821.0,0.0,0.0,84101514.0,CROSS COUNTY BANK,399 EAST MERRIMAN ,WYNNE,AR,72396.0,51.0
989534.0,16228.0,0.0,17834.0,61212170.0,WHEELER COUNTY STATE BANK,49 WEST MAIN STREET ,ALAMO,GA,30411.0,51.0
989730.0,20100.0,0.0,0.0,64101660.0,TOWER COMMUNITY BANK,4564 MAIN STREET ,JASPER,TN,37347.0,51.0
989758.0,10502.0,0.0,0.0,101102551.0,BANKWEST OF KANSAS,924 MAIN STREET ,GOODLAND,KS,67735.0,51.0
989851.0,9332.0,0.0,0.0,91908412.0,BANK OF MAPLE PLAIN,4980 HWY 12 ,MAPLE PLAIN,MN,55359.0,51.0
990053.0,10163.0,0.0,0.0,91914561.0,SECURITY STATE BANK OF MARINE,120 JUDD STREET ,MARINE ON SAINT CROIX,MN,55047.0,51.0
990352.0,17477.0,0.0,0.0,101115030.0,UNITED BANK & TRUST,823 BROADWAY ,MARYSVILLE,KS,66508.0,51.0
990642.0,12365.0,8293.0,0.0,81211300.0,"FIRST NATIONAL BANK OF ALLENDALE, THE",301 EAST MAIN STREET ,ALLENDALE,IL,62410.0,51.0
991078.0,30128.0,0.0,4807.0,281371626.0,BOONVILLE FEDERAL SAVINGS BANK,123 NORTH THIRD STREET ,BOONVILLE,IN,47601.0,51.0
991135.0,925.0,0.0,0.0,71905817.0,"STATE BANK OF GENEVA, THE",22 SOUTH 4TH STREET ,GENEVA,IL,60134.0,51.0
991340.0,9087.0,0.0,0.0,71212128.0,1ST SOURCE BANK,100 NORTH MICHIGAN STREET ,SOUTH BEND,IN,46601.0,41.0
991359.0,19349.0,0.0,0.0,81501492.0,FIRST MISSOURI BANK OF SEMO,500 INDEPENDENCE ,KENNETT,MO,63857.0,41.0
991555.0,4678.0,10789.0,0.0,101111953.0,"CITIZENS NATIONAL BANK, THE",417 COMMERCIAL STREET ,GREENLEAF,KS,66943.0,51.0
991621.0,823.0,0.0,13361.0,51402233.0,CITIZENS BANK AND TRUST COMPANY,126 SOUTH MAIN STREET ,BLACKSTONE,VA,23824.0,41.0
991854.0,17138.0,0.0,0.0,103112743.0,PEOPLES STATE BANK,117 EAST MAIN STREET ,BLAIR,OK,73526.0,51.0
992851.0,8942.0,0.0,0.0,91306137.0,STOCK GROWERS BANK,331 MAIN STREET SOUTH ,FORMAN,ND,58032.0,51.0
993250.0,5384.0,0.0,0.0,104904442.0,FIRST COMMUNITY BANK,201 MAIN STREET ,BEEMER,NE,68716.0,51.0
994435.0,58.0,0.0,13590.0,62102098.0,UNITED BANK,200 EAST NASHVILLE AVENUE ,ATMORE,AL,36502.0,51.0
994770.0,30152.0,0.0,4853.0,271172615.0,"MILFORD BUILDING AND LOAN ASSOCIATION, SB",131 EAST JONES STREET ,MILFORD,IL,609530000.0,51.0
995076.0,22134.0,0.0,0.0,124302325.0,CACHE VALLEY BANK,101 NORTH MAIN STREET ,LOGAN,UT,84321.0,41.0
995272.0,30155.0,704859.0,4859.0,231372400.0,HATBORO FEDERAL SAVINGS,221 S. YORK ROAD ,HATBORO,PA,19040.0,51.0
995517.0,16970.0,0.0,0.0,42102788.0,"PEOPLES BANK OF KENTUCKY, INC.",106 SOUTH MAIN CROSS STREET ,FLEMINGSBURG,KY,41041.0,51.0
995571.0,32532.0,0.0,8396.0,261291247.0,SOUTH GEORGIA BANK,401 SOUTH VETERANS BOULEVARD ,GLENNVILLE,GA,30427.0,41.0
995674.0,29858.0,0.0,4215.0,241271795.0,SSB COMMUNITY BANK,152 N WOOSTER AVENUE ,STRASBURG,OH,44680.0,51.0
995955.0,18892.0,15168.0,0.0,111301614.0,KRESS NATIONAL BANK,US HIGHWAY 87 AND WEST 4TH STREET ,KRESS,TX,79052.0,51.0
996260.0,19416.0,0.0,0.0,122210406.0,CTBC BANK CORP. (USA),"801 SOUTH FIGUEROA STREET, SUITE 2300 ",LOS ANGELES,CA,90017.0,41.0
997052.0,17884.0,0.0,0.0,103106542.0,"FIRST STATE BANK, THE","3030 NW EXPRESSWAY, SUITE 130 ",OKLAHOMA CITY,OK,73112.0,51.0
997155.0,10906.0,0.0,0.0,101103275.0,"BALDWIN STATE BANK, THE",721 HIGH STREET ,BALDWIN CITY,KS,66006.0,51.0
997557.0,8383.0,0.0,0.0,91308164.0,FIRST STATE BANK OF HARVEY,700 LINCOLN AVENUE ,HARVEY,ND,58341.0,41.0
997650.0,15142.0,0.0,0.0,81500749.0,CENTRAL BANK OF MOBERLY,500 WEST COATES ,MOBERLY,MO,65270.0,41.0
997847.0,14660.0,0.0,0.0,75909204.0,BANK OF PRAIRIE DU SAC,555 PARK AVENUE ,PRAIRIE DU SAC,WI,53578.0,41.0
998358.0,4693.0,0.0,0.0,101103547.0,HOWARD STATE BANK,100 SOUTH WABASH ,HOWARD,KS,67349.0,51.0
998648.0,12162.0,0.0,0.0,83902727.0,ELKTON BANK & TRUST COMPANY,30 PUBLIC SQUARE ,ELKTON,KY,42220.0,51.0
998657.0,4054.0,0.0,0.0,103104353.0,"FARMERS BANK, THE",31 WEST MAIN STREET ,CARNEGIE,OK,73015.0,51.0
998844.0,16265.0,0.0,15434.0,73922005.0,PEOPLES BANK,1230 VALLEY DRIVE ,ROCK VALLEY,IA,512470158.0,51.0
999355.0,16472.0,0.0,0.0,91216489.0,"GARY STATE BANK, THE",112 MAIN STREET ,GARY,MN,56545.0,41.0
999935.0,1700.0,0.0,12840.0,64204774.0,FIRST CENTURY BANK,1780 NORTH BROAD STREET ,TAZEWELL,TN,37879.0,41.0
1000052.0,12241.0,0.0,0.0,104913161.0,WASHINGTON COUNTY BANK,1523 WASHINGTON STREET ,BLAIR,NE,68008.0,51.0
1000100.0,33510.0,0.0,8530.0,211070120.0,EAST BOSTON SAVINGS BANK,10 MERIDIAN STREET ,BOSTON,MA,2128.0,41.0
1000276.0,26393.0,0.0,1219.0,211870142.0,PITTSFIELD CO-OPERATIVE BANK,70 SOUTH STREET ,PITTSFIELD,MA,1201.0,51.0
1000641.0,13107.0,0.0,0.0,74902082.0,CITIZENS STATE BANK OF NEW CASTLE,1238 BROAD STREET ,NEW CASTLE,IN,47362.0,41.0
1000856.0,12432.0,0.0,0.0,101102933.0,"BAXTER STATE BANK, THE",1401 MILITARY AVENUE ,BAXTER SPRINGS,KS,66713.0,41.0
1000959.0,8824.0,0.0,0.0,91902036.0,EAGLE BANK,2 SOUTH FRANKLIN ,GLENWOOD,MN,56334.0,41.0
1001059.0,15324.0,0.0,0.0,91916161.0,SECURITY BANK & TRUST COMPANY,735 11TH ST. E. ,GLENCOE,MN,55336.0,41.0
1001152.0,19629.0,0.0,0.0,114902528.0,INTERNATIONAL BANK OF COMMERCE,1200 SAN BERNARDO STREET ,LAREDO,TX,78040.0,41.0
1001639.0,19008.0,0.0,15641.0,71908160.0,PARKWAY BANK AND TRUST COMPANY,4800 NORTH HARLEM AVENUE ,HARWOOD HEIGHTS,IL,60706.0,41.0
1001648.0,12383.0,0.0,0.0,81906013.0,CARROLLTON BANK,315 SIXTH STREET ,CARROLLTON,IL,62016.0,41.0
1001817.0,9307.0,0.0,0.0,42105196.0,INEZ DEPOSIT BANK,41 W MAIN STREET ,INEZ,KY,41224.0,51.0
1001853.0,14488.0,0.0,0.0,81905593.0,CITIZENS BANK,100 CIRCLE DRIVE ,NEW HAVEN,MO,63068.0,41.0
1002355.0,16170.0,0.0,0.0,81518184.0,SAINTS AVENUE BANK,418 SOUTH MAIN STREET ,NEW LONDON,MO,63459.0,51.0
1002373.0,26455.0,0.0,3996.0,211371311.0,SAVERS CO-OPERATIVE BANK,270 MAIN STREET ,SOUTHBRIDGE,MA,1550.0,51.0
1002458.0,12722.0,0.0,0.0,111103281.0,SICILY ISLAND STATE BANK,5TH & NEWMAN ,SICILY ISLAND,LA,71368.0,51.0
1002878.0,28178.0,0.0,1067.0,243374218.0,NORTHWEST BANK,100 LIBERTY STREET ,WARREN,PA,16365.0,41.0
1002953.0,4624.0,0.0,0.0,101112635.0,AMERICAN BANK OF BAXTER SPRINGS,1201 MILITARY AVENUE ,BAXTER SPRINGS,KS,66713.0,51.0
1003455.0,17636.0,0.0,0.0,101102344.0,ASTRA BANK,323 4TH STREET ,SCANDIA,KS,66966.0,51.0
1003558.0,10962.0,0.0,0.0,91211170.0,GRAND RAPIDS STATE BANK,523 1ST AVENUE NW ,GRAND RAPIDS,MN,55744.0,41.0
1003839.0,17388.0,0.0,0.0,65400483.0,M C BANK & TRUST COMPANY,1201 BRASHEAR AVENUE ,MORGAN CITY,LA,703802000.0,51.0
1003950.0,10597.0,0.0,0.0,101902201.0,"BANK OF ORRICK, THE",113 EAST SOUTH FRONT STREET ,ORRICK,MO,64077.0,51.0
1004256.0,16110.0,0.0,0.0,104113550.0,BUTTE STATE BANK,510 THAYER STREET ,BUTTE,NE,68722.0,51.0
1004470.0,26523.0,0.0,0.0,211371926.0,HOMETOWN BANK,31 SUTTON AVENUE ,OXFORD,MA,1540.0,51.0
1005075.0,29874.0,704241.0,4241.0,272471182.0,DEARBORN FEDERAL SAVINGS BANK,22315 MICHIGAN AVENUE ,DEARBORN,MI,481240000.0,51.0
1005552.0,15038.0,0.0,0.0,101104164.0,"VALLEY STATE BANK, THE",502 NORTH MERCHANT ,BELLE PLAINE,KS,67013.0,51.0
1005655.0,15820.0,0.0,0.0,91205199.0,RED RIVER STATE BANK,300 2ND AVE. W. ,HALSTAD,MN,56548.0,41.0
1005851.0,18820.0,0.0,0.0,104113372.0,CEDAR RAPIDS STATE BANK,213 WEST MAIN STREET ,CEDAR RAPIDS,NE,68627.0,51.0
1006148.0,14209.0,0.0,15309.0,73911676.0,FARMERS STATE BANK,1240 8TH AVENUE ,MARION,IA,52302.0,51.0
1006157.0,8214.0,0.0,0.0,91014652.0,FARMERS STATE BANK OF HAMEL,145 HAMEL ROAD ,HAMEL,MN,55340.0,51.0
1006513.0,21161.0,0.0,0.0,42101271.0,BANK OF THE BLUEGRASS AND TRUST CO.,101 EAST HIGH STREET ,LEXINGTON,KY,405074990.0,51.0
1006559.0,21897.0,0.0,0.0,81003275.0,BANK STAR,1999 WEST OSAGE STREET ,PACIFIC,MO,63069.0,51.0
1006652.0,11792.0,0.0,0.0,111101319.0,FRANKLIN STATE BANK & TRUST COMPANY,802 PRAIRIE STREET ,WINNSBORO,LA,712950940.0,41.0
1007015.0,15815.0,0.0,0.0,42100146.0,CENTRAL BANK & TRUST COMPANY,300 W. VINE ST./KINCAID TOWERS ,LEXINGTON,KY,40507.0,41.0
1007051.0,4556.0,0.0,0.0,81504266.0,TPNB BANK,118 NORTH MAIN STREET ,PARIS,MO,65275.0,41.0
1007154.0,22139.0,0.0,0.0,111102596.0,PROGRESSIVE BANK,1411 NORTH 19TH STREET ,MONROE,LA,71201.0,51.0
1007417.0,7658.0,324.0,0.0,31912785.0,FIRST NATIONAL BANK & TRUST COMPANY OF NEWTOWN,40 SOUTH STATE STREET ,NEWTOWN,PA,18940.0,51.0
1007734.0,22205.0,0.0,0.0,61211427.0,BARWICK BANKING COMPANY,2020 EAST MAIN STREET ,BARWICK,GA,31720.0,41.0
1007752.0,10561.0,0.0,0.0,91210375.0,FARMERS STATE BANK OF HARTLAND,601 N. BROADWAY ,HARTLAND,MN,56042.0,51.0
1007819.0,11868.0,0.0,0.0,31303129.0,"FIDELITY DEPOSIT AND DISCOUNT BANK, THE",NORTH BLAKELY & WEST DRINKER STS ,DUNMORE,PA,18512.0,51.0
1007846.0,3709.0,0.0,12030.0,71901604.0,FIRST MIDWEST BANK,"8750 WEST BRYN MAWR AVENUE, SUITE 1300 ",CHICAGO,IL,60631.0,31.0
1007873.0,30260.0,0.0,5066.0,226072472.0,CROSS COUNTY SAVINGS BANK,7921 METROPOLITAN AVE. ,MIDDLE VILLAGE,NY,11379.0,51.0
1007930.0,11746.0,0.0,0.0,71113751.0,IROQUOIS FARMERS STATE BANK,111 WEST LINCOLN AVENUE ,IROQUOIS,IL,60945.0,51.0
1007958.0,14581.0,0.0,0.0,104903579.0,CLARKSON BANK,243 PINE STREET ,CLARKSON,NE,68629.0,51.0
1008076.0,28222.0,0.0,1168.0,231270858.0,HADDON SAVINGS BANK,201 WHITE HORSE PIKE ,HADDON HEIGHTS,NJ,8035.0,51.0
1008151.0,17410.0,0.0,0.0,101107404.0,BENDENA STATE BANK,933 FRIENDSHIP ROAD ,BENDENA,KS,66008.0,41.0
1008209.0,2496.0,1214.0,0.0,11102638.0,"NATIONAL IRON BANK, THE",195 MAIN STREET ,SALISBURY,CT,6068.0,51.0
1008432.0,20040.0,0.0,15386.0,71909091.0,MERCHANTS AND MANUFACTURERS BANK,801 SOUTH BRIGGS ,JOLIET,IL,60433.0,51.0
1008450.0,8323.0,0.0,0.0,104906880.0,COMMUNITY STATE BANK,102 SPRUCE STREET ,COLON,NE,68018.0,51.0
1008553.0,15741.0,0.0,0.0,91301815.0,COMMERCIAL BANK OF MOTT,325 BROWN AVENUE ,MOTT,ND,58646.0,51.0
1008674.0,26620.0,0.0,14595.0,211372404.0,READING CO-OPERATIVE BANK,180 HAVEN STREET ,READING,MA,1867.0,51.0
1008955.0,11409.0,0.0,0.0,91204103.0,VALLEY PREMIER BANK,416 6TH ST. ,HAWLEY,MN,56549.0,51.0
1009242.0,10618.0,0.0,0.0,101916307.0,BTC BANK,3606 MILLER STREET ,BETHANY,MO,64424.0,51.0
1009354.0,4705.0,0.0,0.0,101000925.0,SECURITY BANK OF KANSAS CITY,701 MINNESOTA AVENUE ,KANSAS CITY,KS,66101.0,41.0
1009756.0,10907.0,0.0,0.0,101101879.0,GUARANTY STATE BANK AND TRUST COMPANY,201 SOUTH MILL STREET ,BELOIT,KS,67420.0,41.0
1009840.0,13736.0,0.0,13736.0,73914550.0,MAYNARD SAVINGS BANK,310 WEST MAIN STREET ,MAYNARD,IA,50655.0,41.0
1010015.0,10266.0,0.0,0.0,44208936.0,"CITIZENS BANK COMPANY, THE",5TH STREET & ULLMAN STREET ,BEVERLY,OH,45715.0,51.0
1010574.0,29878.0,0.0,0.0,271974017.0,AMERICAN COMMUNITY BANK OF INDIANA,7880 WICKER AVENUE ,SAINT JOHN,IN,46373.0,51.0
1011432.0,6786.0,9610.0,11246.0,51501671.0,"MOUNTAIN VALLEY BANK, N.A.",317 DAVIS AVENUE ,ELKINS,WV,26241.0,51.0
1011526.0,17735.0,14807.0,11051.0,51904524.0,CITY NATIONAL BANK OF WEST VIRGINIA,"3601 MACCORKLE AVE, SE ",CHARLESTON,WV,25304.0,41.0
1011553.0,4630.0,0.0,0.0,101101866.0,FIRST BANK OF BELOIT,101 EAST MAIN STREET ,BELOIT,KS,67420.0,51.0
1011638.0,5694.0,0.0,14892.0,61203655.0,PRIMESOUTH BANK,3473 WEST HIGHWAY 84 ,BLACKSHEAR,GA,31516.0,51.0
1011656.0,10160.0,23457.0,0.0,91905716.0,"STEARNS BANK OF HOLDINGFORD, NATIONAL ASSOCIATION",580 MAIN STREET ,HOLDINGFORD,MN,56340.0,51.0
1011852.0,17589.0,0.0,0.0,104106965.0,CULBERTSON BANK,318 TAYLOR AVE ,CULBERTSON,NE,69024.0,41.0
1011955.0,15472.0,0.0,0.0,91301132.0,FIRST UNITED BANK,503 BRIGGS AVENUE SOUTH ,PARK RIVER,ND,58270.0,51.0
1012251.0,11559.0,0.0,0.0,111904150.0,FIRST STATE BANK AND TRUST COMPANY,110 WEST PANOLA STREET ,CARTHAGE,TX,756332632.0,51.0
1012457.0,9120.0,0.0,0.0,91302717.0,ROLETTE STATE BANK,209 MAIN STREET ,ROLETTE,ND,58366.0,51.0
1012671.0,29875.0,0.0,4242.0,221270415.0,NVE BANK,70/76 ENGLE STREET ,ENGLEWOOD,NJ,7631.0,51.0
1013070.0,26555.0,0.0,4396.0,211371285.0,NORWOOD CO-OPERATIVE BANK,11 CENTRAL STREET ,NORWOOD,MA,2062.0,41.0
1013650.0,10919.0,0.0,0.0,101107446.0,STATE BANK OF BERN,402 MAIN STREET ,BERN,KS,66408.0,51.0
1013744.0,16363.0,0.0,0.0,73922063.0,PEOPLES SAVINGS BANK,106 SOUTH 2ND STREET ,MONTEZUMA,IA,50171.0,51.0
1013856.0,24763.0,17967.0,0.0,111913170.0,PANOLA NATIONAL BANK,1510 WEST PANOLA STREET ,CARTHAGE,TX,75633.0,51.0
1014059.0,4076.0,0.0,0.0,103104298.0,SOUTHWEST BANK OF WEATHERFORD,720 EAST MAIN ,WEATHERFORD,OK,73096.0,41.0
1014125.0,9023.0,0.0,10239.0,57001418.0,BANK OF CHARLES TOWN,111 E WASHINGTON STREET ,CHARLES TOWN,WV,25414.0,51.0
1014246.0,14694.0,0.0,12610.0,73914864.0,CEDAR VALLEY BANK & TRUST,321 MAIN STREET ,LA PORTE CITY,IA,50651.0,51.0
1014255.0,10200.0,0.0,0.0,91208031.0,STATE BANK OF JEFFERS,102 E. WHITED ST. ,JEFFERS,MN,56145.0,51.0
1014376.0,30270.0,0.0,5086.0,265270138.0,CITIZENS SAVINGS BANK,1725 SULLIVAN DRIVE ,BOGALUSA,LA,70427.0,51.0
1014451.0,10647.0,0.0,0.0,104903692.0,AMERICAN EXCHANGE BANK,151 NORTH 4TH STREET ,ELMWOOD,NE,68349.0,51.0
1014554.0,9121.0,0.0,0.0,91303871.0,STATE BANK OF BOTTINEAU,105 11TH STREET EAST ,BOTTINEAU,ND,58318.0,51.0
1014657.0,14546.0,0.0,0.0,81502637.0,NEW ERA BANK,101 SOUTH MINE LAMOTTE ,FREDERICKTOWN,MO,63645.0,41.0
1014853.0,4707.0,0.0,0.0,101102108.0,CITIZENS BANK OF KANSAS,300 NORTH MAIN ,KINGMAN,KS,67068.0,51.0
1015243.0,11000.0,0.0,0.0,81509070.0,CENTRAL BANK OF LAKE OF THE OZARKS,3848 OSAGE BEACH PARKWAY ,OSAGE BEACH,MO,65065.0,41.0
1015252.0,12259.0,0.0,0.0,112201836.0,LEA COUNTY STATE BANK,1017 NORTH TURNER ,HOBBS,NM,88240.0,41.0
1015270.0,29881.0,704255.0,4255.0,274970649.0,HOME BANK SB,59 WEST WASHINGTON STREET ,MARTINSVILLE,IN,46151.0,51.0
1015458.0,5175.0,0.0,0.0,91208154.0,GLOBAL INNOVATIONS BANK,101 NORTH MAIN STREET ,KIESTER,MN,56051.0,51.0
1015467.0,24561.0,17828.0,0.0,111312535.0,CROCKETT NATIONAL BANK,8018 BROADWAY ,SAN ANTONIO,TX,78209.0,51.0
1015560.0,24387.0,24440.0,0.0,26010948.0,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA), NATIONAL ASSOCIATION","1185 AVENUE OF AMERICAS, 16TH FLOOR ",NEW YORK,NY,10036.0,41.0
1015832.0,15813.0,0.0,14771.0,61212002.0,ONESOUTH BANK,12347 COLUMBIA STREET ,BLAKELY,GA,39823.0,51.0
1015841.0,23189.0,0.0,10076.0,73922458.0,COMMUNITY BANK & TRUST COMPANY,2609 2ND AVENUE ,MUSCATINE,IA,52761.0,51.0
1015850.0,15443.0,0.0,0.0,91910196.0,LAKE ELMO BANK,11465 39TH STREET NORTH ,LAKE ELMO,MN,550420457.0,41.0
1016174.0,28277.0,701283.0,1283.0,281972931.0,OZARKS FEDERAL SAVINGS AND LOAN ASSOCIATION,2 EAST COLUMBIA STREET ,FARMINGTON,MO,63640.0,41.0
1016231.0,4931.0,0.0,12534.0,64202268.0,MOUNTAIN COMMERCE BANK,6101 KINGSTON PIKE ,KNOXVILLE,TN,37919.0,41.0
1016259.0,16402.0,0.0,0.0,101104928.0,"BENNINGTON STATE BANK, THE",2130 SOUTH OHIO ,SALINA,KS,67401.0,51.0
1016558.0,14096.0,0.0,0.0,104902800.0,GENERATIONS BANK,139 SOUTH EXETER ,EXETER,NE,68351.0,51.0
1016718.0,291.0,0.0,0.0,42105484.0,JACKSON COUNTY BANK,1ST STREET & MAIN STREET ,MC KEE,KY,40447.0,51.0
1016848.0,12220.0,0.0,0.0,101903938.0,COUNTY BANK,116 WEST BROADWAY ,BRUNSWICK,MO,65236.0,41.0
1016857.0,20161.0,0.0,0.0,112201289.0,CITIZENS BANK OF LAS CRUCES,"505 S. MAIN STREET, LORETTO CENTER #5 ",LAS CRUCES,NM,88001.0,51.0
1016941.0,17128.0,0.0,0.0,75910992.0,INTERCITY STATE BANK,962 GRAND AVENUE ,SCHOFIELD,WI,54476.0,51.0
1017425.0,11860.0,0.0,0.0,41210053.0,"KILLBUCK SAVINGS BANK COMPANY, THE",165 NORTH MAIN STREET ,KILLBUCK,OH,44637.0,51.0
1017555.0,8535.0,0.0,0.0,91911001.0,FIRST COMMUNITY BANK,500 CENTRAL AVENUE ,LESTER PRAIRIE,MN,55354.0,51.0
1017564.0,10330.0,0.0,0.0,111908512.0,COMMERCIAL STATE BANK,1045 NORTH INTERSTATE 45 ,PALMER,TX,75152.0,51.0
1017854.0,17629.0,0.0,0.0,101111490.0,"FARMERS STATE BANK OF BLUE MOUND, THE",205 SOUTH FIFTH ,BLUE MOUND,KS,66010.0,51.0
1017939.0,16889.0,0.0,10976.0,61112843.0,UNITED COMMUNITY BANK,177 HIGHWAY 515 EAST ,BLAIRSVILLE,GA,30512.0,41.0
1017957.0,10976.0,20448.0,0.0,91901891.0,CENTER NATIONAL BANK,301 N. RAMSEY AVENUE ,LITCHFIELD,MN,55355.0,51.0
1018927.0,57633.0,0.0,0.0,325182289.0,1ST SECURITY BANK OF WASHINGTON,6920 220TH STREET SOUTHWEST ,MOUNTLAKE TERRACE,WA,98043.0,51.0
1157415.0,27074.0,0.0,0.0,111017458.0,STATE BANK OF TEXAS,11950 WEBB CHAPEL ROAD ,DALLAS,TX,752347724.0,51.0
1158878.0,27086.0,0.0,13920.0,67013179.0,CHARLOTTE STATE BANK & TRUST,1100 TAMIAMI TRAIL ,PORT CHARLOTTE,FL,33953.0,41.0
1160509.0,27118.0,0.0,14997.0,62203890.0,PREMIER BANK OF THE SOUTH,101 1ST AVENUE NW ,CULLMAN,AL,35055.0,51.0
1161216.0,27119.0,0.0,0.0,11302603.0,NORTHMARK BANK,89 TURNPIKE STREET ,NORTH ANDOVER,MA,1845.0,51.0
1162017.0,27132.0,0.0,0.0,121141495.0,UNITED SECURITY BANK,2126 INYO STREET ,FRESNO,CA,93721.0,51.0
1163283.0,27153.0,713138.0,13138.0,61103739.0,"CITIZENS BANK AND TRUST, INC.",12255 SOUTH MAIN STREET ,TRENTON,GA,30752.0,51.0
1169650.0,27267.0,0.0,0.0,26011484.0,AMERASIA BANK,41-04 /41-06 MAIN STREET ,FLUSHING,NY,11355.0,51.0
1176881.0,32574.0,0.0,0.0,311993330.0,BEAL BANK,6000 LEGACY DRIVE ,PLANO,TX,750243601.0,41.0
1176920.0,27201.0,0.0,0.0,103101589.0,COMMUNITY STATE BANK,525 N. MAIN STREET ,HENNESSEY,OK,73742.0,51.0
1186965.0,27205.0,0.0,13910.0,67013247.0,ENGLEWOOD BANK & TRUST,1111 SOUTH MCCALL ROAD ,ENGLEWOOD,FL,342234229.0,41.0
1187001.0,27210.0,0.0,0.0,103000703.0,INTERBANK,4921 NORTH MAY AVENUE ,OKLAHOMA CITY,OK,73112.0,41.0
1187551.0,27219.0,0.0,0.0,83901896.0,"BANKERS' BANK OF KENTUCKY, INC., THE",107 PROGRESS DRIVE ,FRANKFORT,KY,40601.0,51.0
1188772.0,27211.0,0.0,11231.0,64103671.0,FIRST COMMUNITY BANK OF TENNESSEE,207 ELM STREET ,SHELBYVILLE,TN,37160.0,41.0
1188987.0,27233.0,0.0,0.0,62203942.0,PEOPLES INDEPENDENT BANK,121 BILLY B. DYAR BLVD. ,BOAZ,AL,35957.0,41.0
1190476.0,27237.0,0.0,0.0,81006162.0,ENTERPRISE BANK & TRUST,150 NORTH MERAMEC ,CLAYTON,MO,63105.0,41.0
