"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJJ26	RIADJJ27	RIADJJ28	RIADKW17	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
2297998	0	0	438	0	CONF	118	100	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	681	0	0	292	0	0	0	0	0	0	0					100	0	0	L/C commissions	Misc Loan Fees														
2298995					CONF	4273	598		3603			2000	0	0	0	false		0	0					3013							0	0	0	0		0						Operating & Capital Lease Income	Fees from Covered Call Options		Loan Expenses			Capital Infusion from the Parent Holding Company									
2304636	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	433	0	147	0	0	136	0	0	0	0	0					0	0	0																
2305969	0	0	0	0	CONF	296	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	1255	0	0	0	0	0	0	0	0	0	0				-15	0	0	0	Debit Card Service Charges															
2316714	0	0	210	164	CONF	0	0	0	180	237	0	0	0	0	0	false	0	0	0	0	202	0	0	386	0	0	200	0	0	0	0	0	0	0					0	0	0				FDIC Insurance	Donations											
2317672	0	0	0	0	CONF	250	0	0	0	0	0	0	0	-4	0	false	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0					0	0	0	Misc. Income								Allow for loss on off balance sheet credit commitm							
2325882	0	0	0	0	CONF	532	0	0	15454	4718	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	Intercompany service revenue			Inter-company fiduciary and other service fees	Interdepartmental expenses											
2328137	1259	0	197	203	CONF	0	0	0	0	0	0	1107	0	0	0	false	0	0	0	0	721	0	112	3453	134	2594	417	482	798	354	0	0	0	0					0	214	358							Director Compensation moved to HC									
2328285	0	0	0	0	CONF	0	0	0	505	306	26	0	0	0	0	false	0	0	0	0	0	0	0	310	0	0	933	466	0	0	0	0	0	0					0	0	0				OCC Assessment Expense	Software Contracts (including FedReporter, Thompson Reuters and others)	OH FIT Tax										
2329200	21		40		CONF	171			81		246	1500	0	0	0	false	40	0	0		109	3	289	646	35	22	115		38	54	0	0	0	0							55	CDFI-BEA Awards			Market research		Software and support services	Capital injection from parent									
2332910	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	351	0	0	268	250	0	325	0	0	0	0					0	0	0																
2333140	0	0	0	0	CONF	0	0	0	0	0	0	4000	0	-3	0	false	0	0	0	0	0	0	0	560	0	0	61	249	0	0	0	0	0	0				0	0	0	0							Capital downstream from holding company		Accounting adjustment to match GL with loan loss reserve							
2337335	0	0	0	0	CONF	0	0	0	4593	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0				Fees for account services												
2339599	173	0	204	26	CONF	133	183	0	205	106	0	0	0	0	0	false	32	0	0	0	175	0	0	639	65	0	193	116	0	0	0	0	0	0					0	0	0	MSR Gain	UFS Membership Income		Maintenance Contract Software	CDARS Fees											
2339795					CONF	829	542		2467			3000	0	0	0	false		0	0				190	2807		508					0	0	0	0								Operating & Capital Lease Income	Fees from Covered Call Options		Loan Expenses			Capital Infusion from the Parent Holding Company									
2343167	0	0	0	308	CONF	171	0	0	0	0	0	0	0	0	0	false	0	0	0	0	116	0	136	616	0	0	0	503	0	0	0	0	0	0					0	0	0	CDFI BEA Award															
2344753	894	0	0	0	CONF	201	0	0	0	0	0	0	0	0	0	false	0	0	0	0	217	0	1189	1099	0	0	0	0	0	0	0	0	0	0					0	0	0	Data processing income															
2353595	2390	9	633	691	CONF	0	0	0	0	0	0	0	0	0	0	false	364	0	0	305	958	314	1282	690	873	12541	616	598	2775	1658	0	0	0	0		0			0	0	0																
2354323				501	CONF	606			243			0	0	0	0	false		0	0		124			1311		411					0	0	0	0								Mortgage Origination Fees			Loan Origination Expense												
2354387					CONF				659	1206		0	0	0	0	false		0	0		277			2235							0	0	0	0											Servicing Income	Gain on SBA Loan											
2354985	0	0	0	0	CONF	27719	9704	7002	45440	23241	15016	0	0	0	0	true	0	0	0	0	15697	0	0	26256	0	0	0	20839	0	0	0	0	0	0					0	0	0	Operating Leases Income	Loan Fee Income	Equity Investment Income	Deposit Servicing Fees	Operating Lease Depr and Amort	Loan Servicing Fees					In addition to the three noninterest income items meeting the threshold defined for inclusion in lin es 1.h-1.j, Customers Bank also recognized Mortgage Warehouse Transactional fee income of $6.7 milli on.					
2356091	142	0	148	24	CONF	0	0	0	111	129	234	0	0	0	0	false	107	0	0	55	292	19	146	1091	176	1237	186	157	209	101	0	0	0	0					0	0	0				Software License Agreement	Bank Franchise Tax	Amortization Goodwill										
2358769	5653	0	0	0	CONF	591	-2669	666	2512	0	0	0	0	0	0	true	0	0	0	0	443	0	0	0	0	1101	0	2191	0	0	0	0	0	0					0	0	0	SBIC Income	Unrealized Loss on Mortgage Financial Instruments	MB Doc Prep Fees	Credit & Professional Services Costs							BNC has Letter of Credit Fees of $492 and ICS One-Way Fee Income of $1,007					
2362458	0	0	0	0	CONF	605	-26344	0	14456	0	0	0	0	-218	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	Intercompany Allocations	Net Change on fair values of nontrading financial instruments		Intercompany Allocations					Passage of time							
2371816	125	0	119	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	392	0	0	569	0	0	172	0	0	0	0	0	0	0					0	0	0																
2372774	0	0	0	0	CONF	0	0	0	2088	0	0	0	0	0	0	false	0	0	0	0	1211	0	0	0	0	5085	0	0	2928	1440	0	0	0	0					0	0	0				Holding Company Allocation Expense												
2385514	757	770	371	1858	CONF							0	0	0	0	false	1087	0	0		1998	338	1152	2211	851		767		3613	1900	0	0	0	0		1303							N/A					NONE	Other								
2390929	3215		272	144	CONF	855	172	32	579	872	663	0	0	0	0	false	321	0	0		1303	90	88	2304	244	2176	646	3020	149	1001	0	0	0	0					224	13	394	Other Income	ACH Origination Fees	Other Fee Income	Visa Fees	Contributions	Loan Collection Expenses										
2391588	0	0	0	0	CONF	0	0	0	134	0	0	4728	0	0	0	false	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0					0	0	0				Correspondent Bank Fees			Capital injection from holding company									
2396592	170	0	46	11	CONF	0	0	0	0	0	0	0	0	0	0	false	81	0	0	0	0	4	45	359	0	242	100	6	18	39	0	0	0	0					0	0	0																
2396604	139	0	0	0	CONF	299	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	800	0	560	0	0	0	0	0	0	0	0					0	0	0	LONG-TERM MTG ORIGINATION FEE INCOME															
2398701	0	0	788	0	CONF	603	803	1199	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	1162	0	0	0	742	0	0	0	0	0	0					0	0	0	Loan agent servicing fees	Loan prepayment penalties	Gain/(loss) on SBIC investments				Return of capital									
2434113	1320	0	0	0	CONF	548	513	485	1079	0	0	0	0	0	0	false	0	0	0	0	1023	0	0	5522	0	2635	0	0	0	0	0	0	0	0		0			0	0	0	Servicing Fee Income	Fee Income on Interest Rate Derivatives	FX Outgoing Wire Income	Intercompany-Other												
2451240	422	0	430	684	CONF	3028	13615	13212	3753	1767	0	0	0	0	0	false	0	0	0	0	0	0	0	1076	0	0	667	409	0	0	0	0	0	0				394	0	0	0	Consulting Services	International Fees	Treasury Management Fees	FRB and Due from Account Charges	Software Maintenance											
2465881	679	0	0	0	CONF	270	0	0	356	-3910	0	500	0	0	0	false	334	0	0	0	229	0	0	3629	0	2255	0	0	0	0	0	0	0	0					0	0	0	Miscellaneous Income			Dealer Cost	Inter-Company Allocation		Capital Contribution from Holding Company									
2467670	0	0	0	0	CONF	870	2350	0	2295	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	ACCOUNT OWNERSHIP	MERCHANT DISCOUNTS		MERCHANT INTERCHANGE EXPENSE												
2471239	2024	0	0	0	CONF	6248	2199	2957	2285	0	0	79856	0	0	0	true	0	0	0	0	0	0	0	1727	0	0	0	0	0	0	0	0	0	0					0	0	0	Mortgage Origination	Securitization Origination	Hud Cancellation Fee	Franchise Tax			Capital infusion from holding company				Additional Non Interest Income - Gain on FHLB Prepayment of Advances $1,398					
2482824	1632	0	343	1044	CONF	0	0	0	0	0	0	0	0	0	0	false	303	902	0	0	511	51	0	2924	335	2657	181	1592	0	545	0	0	0	0					0	60	0												Goodwill				
2483120	87	25	194	69	CONF	0	0	0	0	0	0	0	0	0	0	false	72	0	0	27	166	12	0	989	87	137	224	90	8	94	0	0	0	0					103	0	0																
2483438	0	0	394	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	206	0	0	1019	0	0	0	0	0	0	0	0	0	0					0	0	0																
2489805	0	0	0	0	CONF	372000	92000	0	216000	150000	83000	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	AFFILIATE FEES	GAIN ON DERIVATIVES		MANAGEMENT CHARGES	LOAN DISTRIBUTION FEE	DEPOSIT SWEEP FEE										
2490285	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0					0	0	0																
2497181	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	370	0	0	1034	0	2716	0	0	997	1002	0	0	0	0					0	0	0																
2502656	0	0	0	0	CONF	0	0	0	134447	690855	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1164279	0	0	0	0	0	0	0	0					0	0	0				Management Fees	Credit Card Rewards Program											
2502825	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			0	0	0												Operating Lease recon of establishments of asset and obligation accounts for office lease.				
2505424	0	0	176	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	187	0	0	650	0	397	106	0	208	0	0	0	0	0					0	0	0																
2505451	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	773	1334	0	0	0	0	0	0	0	0	0	0					0	0	0																
2505460	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	809	0	970	0	0	0	0	0	0	0	0					0	0	0																
2508751					CONF	32406	-19132	1738	6339	19747		24000	0	0	0	false		0	0					15240							0	0	0	0		0						Other Mortgage Banking Revenue	Change in FV of Financial Instruments under FV option	Fees from Covered Call Options	Software License Fees	Loan Expenses		Capital Infusion from the Parent Holding Company									
2512347	0	0	190	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	818	0	674	0	0	0	0	0	0	0	0					0	0	0																
2515320	1064	0	0	0	CONF	1046	0	0	677	0	0	781	0	0	0	false	0	0	0	0	616	0	0	982	0	0	0	517	149	0	0	0	0	0					0	0	0	Swap Fee Income			Software Maintenance			Vesting of non-cash compensation	Capital Infusion								
2529176	338	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	153	0	0	518	0	0	0	212	0	0	0	0	0	0					0	0	0																
2531562	0	0	0	0	CONF	0	429	0	0	0	0	1800	0	0	0	false	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0					0	0	0		MSB FEE INCOME					Capital Investment in Bank Subsidiary									
2531991	0	0	0	0	CONF	0	0	0	2976	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0				Intercompany Allocations												
2533043	32	0	10	16	CONF	0	0	0	87	21	0	17	0	0	0	false	4	0	0	0	0	41	12	162	20	7	82	102	8	31	0	0	0	0					10	143	40				Security Guard	Armored Car/Courier		Stock Grants									
2533119	0	0	0	218	CONF	0	0	0	242	0	0	0	0	0	0	false	0	0	0	0	256	0	0	670	0	0	372	0	0	0	0	0	0	0					0	0	0				Phantom Award (Options Program)												
2536633	20	0	3	0	CONF	0	0	0	0	0	0	0	0	357	0	false	27	0	0	0	0	9	17	457	51	45	7	0	0	27	0	0	0	0					0	0	28									Reserve For Loan Losses - Walker State Bank Merger							
2539960	273	15	71	5	CONF	0	0	0	220	207	0	0	0	0	0	false	59	0	0	45	34	13	21	355	176	0	112	0	0	59	0	0	0	0					20	2	0				ICS & CDARS INTEREST PAID	DONATIONS											
2562137	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0					0	0	0																
2562164	351	0	446	920	CONF	118879	810	257	82865	2108	0	21000	0	0	0	false	146	0	0	32	361	47	218	6333	188	2057	862	4796	2109	481	0	0	0	0					146	0	286	Banking as a Service Fees	Loan Referral Fees	Mortgage Brokerage Fees	Banking as a Service Expenses	Excise Tax		Downstream Capital from Holding Company									
2567123	0	0	0	0	CONF	157966	0	0	43195	19279	0	1170835	0	0	0	false	0	0	0	0	0	0	0	6381	0	0	0	0	0	0	0	0	0	0					0	0	0	Intercompany revenue share			Intercompany management expense	Intercompany trust operations expense		Capital contribution									
2568063	2		507		CONF	613		323	2840	10751	1609	0	0	0	0	false	238	0	0	5		3	1601	3416	24	2625	86	1122	3054	673	0	0	0	0					122		14	Mortgage Fee Income		Other Fees	Management Fee	Advisor Fees	Scorecard Expense										
2576134	0	0	0	0	CONF	15078	0	0	7537	54304	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	Service Partner Fees			Servicing Fees	Guarantee Fee							Adopted ASU 2016-01				
2577739	83	0	88	1	CONF	0	0	0	0	0	0	0	0	0	0	false	28	0	0	3	14	14	160	288	41	0	42	0	0	79	0	0	0	0					0	0	0																
2580243		168			CONF	449			461	717	418	0	0	0	0	false		0	0		492					275					0	0	0	0								Merchant Card Service Income			Amortization expense of purchased computer software	State tax based on value of shares outstanding (PA Shares Tax)	Merchant Card Service Expense										
2587916	416	0	0	0	CONF	0	0	0	0	0	0	2000	0	0	0	false	0	0	0	0	235	0	0	1177	0	549	0	0	0	0	0	0	0	0					0	0	0							Holding Company Capital Downstream									
2594240	0	0	0	0	CONF	4009	582	0	1850	1712	0	156265	0	0	0	false	0	0	0	0	944	0	0	4249	0	0	0	0	0	0	0	0	0	0					0	0	0	Mortgage Fee Inc	SBIC		Software Lic	R&T Fees		Capital Injection									
2594419	639				CONF	202			760			925	0	0	0	false		0	0		112			369		227					0	0	0	0								P/C Insurance Proceeds	0		Expense attributable to Hurricane Ian damage			Capital Infusion									
2596646	3641	0	0	0	CONF	1957	1324	0	0	0	0	12900	0	0	0	false	0	0	0	0	0	0	0	0	0	4131	0	0	1369	0	0	0	0	0					0	0	0	Loan Processing	Secondary Mortgage Fees					CAPITAL INJECTION FROM HOLDING COMPANY									
2597223	0	0	190	0	CONF	0	0	0	259	0	0	0	0	0	0	false	7	0	0	0	0	0	0	1120	85	0	180	3194	0	24	0	0	0	0				0	0	0	189				Other Professional Fees												
2597232					CONF	927	0	0	1825	0	0	0	0	0	0	false		0	0								345				0	0	0	0								Fee Income			Referral Fees												
2598396	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	468	0	241	120	0	149	0	0	0	0	0					0	0	0																
2600039	718	0	110	366	CONF	0	0	0	27857	45553	4099	0	0	0	0	false	719	0	0	0	0	0	0	663	514	0	3127	0	0	375	0	0	0	0					0	0	2368				Cost of Sales	Computer, Travel, TSA and other administration costs	Recharges										
2602828	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0					0	0	0																
2605566	0	0	0	0	CONF	14098	0	0	1610	1666	1877	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	Fee income			Credit bureau	Outside services	Servicing costs										
2607412	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
2608754	1445	1	561	180	CONF	2178	3488		4096	2304		15000	0	0	0	false	472	0	0	203	1164	97	4371	8222	1022	3845	916	212	813	796	0	0	0	0	316	0	-400	0	344	25	1465	FEES FROM PAYROLL SERVICES	SWAP ACTIVITY	0	SOFTWARE	Contributions	0	Infusion of Capital from Parent after Subordinated Note issuance	0	0	0	0	0	0	0	0	
2610784	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0					0	0	0																
2614344	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	185	0	115	542	0	524	233	0	0	0	0	0	0	0					0	0	0							Capital Contribution from Holding Company									
2615190	37500	0	192	2356	CONF	112087	22733	-12452	150411	17772	0	2354	0	0	0	false	2406	0	0	0	0	0	0	27021	2550	78500	2114	931	0	1063	0	0	0	0					0	0	2559	Annual Fees	Fee Income Merchant	Other miscellaneous fees charged off	Servicing and Collections	Recovery Collection Fees		Stock appreciation rights									
2615220	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	146	0	0	412	0	895	0	0	440	0	0	0	0	0					0	0	0																
2618780	32374				CONF	14159	24542	7707	59847	64413		50000	0	0	0	true		0	0												0	0	0	0		0						Brokered loan fees	Syndication fees	Swap fees	Software expense	Other professional services		Capital contribution from parent company									
2619714	207	0	250	0	CONF	119	0	0	208	0	0	0	0	0	0	false	0	0	0	0	196	0	0	502	0	541	144	0	0	0	0	0	0	0					0	0	0	Credit Enhancement Fee			Visa Check Card Expense												
2621285	0	0	0	81	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	117	448	0	0	121	4	0	0	0	0	0	0					0	0	0																
2621940	36	0	56	9	CONF	0	0	0	96	76	40	0	0	0	0	false	13	0	0	7	29	8	21	472	41	567	49	6	365	38	0	0	0	0					17	2	72				Computer Software	Indirect Loan Expense	Correspondent Bank Charges										
2624400					CONF	1102	398		2100			0	0	0	0	false		0	0					2017		333					0	0	0	0								Operating & Capital Lease Income	Fees from Covered Call Options		Loan Expenses												
2625724	0	0	420	0	CONF	1404	830	2124	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	826	0	0	0	536	0	553	0	0	0	0					0	0	0	Check Cashing Fee	SBI Investment Income	ERC Refund													
2631172					CONF							0	0	0	0	false		0	0		337			645		444					0	0	0	0																							
2631846	0	0	0	0	CONF	11030	0	0	506	623	0	9000	0	0	0	false	0	0	0	0	0	0	0	1280	0	0	0	0	0	0	0	0	0	0					0	0	0	Data Processing Income			Meals & Entertainment	Correspondent Bank Fees & Federal Reserve Charges		Capital Contribution from Well Capitalized HC									
2634191	14324				CONF				9726			0	0	0	0	true		0	0		3541			30593		29587			12744		0	0	0	0		0									M&A Expense							Additional URLs (RC-M 8.b): www.foothillsbank.com,www.collegiatepeaksbank.com, www.fcbutah.com, www.heritagebanknevada.com, www.1stbmt.com, www.altabank.com
Additional trade names (RC-M 8.c): Citizens Community Bank, First Bank of Montana, Bank of the San Juans,First State Bank, North Cascades Bank, Foothills Bank, Collegiate Peaks Bank, First Community Bank Utah, Heritage Bank of Nevada, Altabank					
2634351	0	0	0	0	CONF	0	0	0	2041	0	0	0	0	0	0	false	0	0	0	0	878	0	0	3756	0	6126	0	0	1586	0	0	0	0	0					0	0	0				Other Outside Services												
2641827	0	0	0	0	CONF	2298	0	0	721	221	0	0	0	0	0	false	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0					0	0	0	Shareholder and Social Witness services for New Covenant mutual funds			Professional fees	Dues   Subscriptions											
2642598	449			7	CONF	1198	159		457	211	214	0	0	0	0	false	34	0	0	21	151	10	9	1731	95	843	41	51	346	127	0	0	0	0				0	43		6	Mortgage Revenue	CDARS Revenue		B O Taxes	Loan Related Expenses	Trade Account Expenses										
2643595	0	0	0	0	CONF	0	0	0	151	0	0	0	0	0	0	false	0	0	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0		0			0	0	0				IT services												
2649122					CONF	775	685		18800			0	0	0	0	false		0	0					5739		3592					0	0	0	0								REFERRAL INCOME	MISCELLANEOUS INCOME		MANAGEMENT FEE EXPENSE												
2649177	0	0	394	592	CONF	2476	9616	10826	534	0	0	343	0	0	0	false	0	0	0	0	0	0	0	333	0	0	0	1173	0	0	0	0	0	0		0			0	0	0	Annual Fee Income	Monthly Fee Income	Reset Fee	Depreciation on equipment leased to others under operating leases			Contributed Receivables									
2651899	0	0	0	0	CONF	492	0	0	110	0	0	0	0	0	0	false	399	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0					0	0	0	Service Charge			Bank Assessment												
2652092	4720		2542	145	CONF	3491						0	0	0	0	false	157	0	0	53	2547	51	330	12171	229	1910	1214	5172	14	686	0	0	0	0						184	2257	Other Loan Income															
2654911					CONF	-30118	6853	20940	6941	3644	4089	0	0	0	0	false		0	0					20779							0	0	0	0								Net Gain/loss/income/expense on swap derivatives	Revenue Share	Net Gain/loss/income/expense on interest options	Investment Management Fees	Custodial and Bank Fees	Uninsured Losses	Capital infusion		Adjusted for rounding							
2661861					CONF	1366						12500	0	0	0	false		0	0		378			1244		1042		435			0	0	0	0								FACTORING INCOME						SUB-DEBT DOWNSTREAMED									
2666400	0	0	0	0	CONF	4985	1111	0	1393	0	0	0	0	0	0	false	0	0	0	0	812	0	0	864	0	1188	0	0	0	0	0	0	0	0					0	0	0	INCOME FROM MERCURY FUNDING	INDIRECT LOAN ADMIN FEES		FACTOR BROKER												
2667920	0	0	0	0	CONF	263	0	0	426	666	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0					0	0	0	Intercompany customer service income			Intercompany management expense	Intercompany trust operations expense											
2667939	90	0	125	95	CONF	0	0	0	182	47	219	0	0	0	0	false	14	0	0	0	178	5	11	344	89	1	40	44	109	21	0	0	0	0					5	0	0				CONTRIBUTIONS	SERVICE CHARGES	TRAVEL, LODGING, AUTO EXPENSE										
2667957	728		187		CONF				251	198	209	0	0	0	0	false		0	0		296		492	1102	193		64	334		203	0	0	0	0											Travel	Donations	Business meals and entertainment										
2668598	404	0	343	0	CONF	0	0	0	405	0	0	0	0	0	0	false	0	0	0	0	238	0	0	991	0	463	0	0	0	0	0	0	0	0					0	0	0				Franchise Tax Expense												
2684552	625	5	191	83	CONF							1252	0	0	0	false	96	0	0	13		19	736	942	138	3	145	266	181		0	0	0	0														Capital Injections									
2686211			162	170	CONF	-421	512					0	0	0	0	false		0	0		363			426			302	268		209	0	0	0	0				-311				Settlements	Misc Loan Fee Income														
2687133	131	95	244	32	CONF	0	0	0	0	0	0	0	0	0	0	false	29	0	0	16	170	17	12	880	68	455	55	0	0	0	0	0	0	0					0	0	0																
2687487	0	0	0	0	CONF	0	0	0	3171	2616	4860	0	0	0	0	false	0	0	0	0	0	0	0	13444	0	39424	0	0	0	0	0	0	0	0					0	0	2306				Rewards	Royalty	Agent Payments										
2693264					CONF	3226	1779		4487			5000	0	0	0	false		0	0		615			5632		893					0	0	0	0		0						Operating & Capital Lease Income	Fees from Covered Call Options		Loan Expenses			Capital Infusion from the Parent Holding Company									
2694681	0	0	1427	0	CONF	471	177	297	1978	914	0	471	0	0	0	false	0	0	0	0	0	204	0	2243	0	0	0	0	0	0	0	0	0	0					328	0	0	COLLECTION /EXCHANGE FEES	L/C FEES	OTHER OPERATING INCOME	BUSINESS MEETING, MEALS, ENTERTAINMENT, LODGING, TRAVEL	FRANCHISE TAXES		parent holding company capital contribution									
2694944	0	0	0	0	CONF	0	0	0	200	0	0	0	0	0	0	false	0	0	0	0	0	0	166	349	0	0	0	0	0	0	0	0	0	0					0	0	0				IT EXPENSES												
2696180	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	134	0	235	0	0	129	0	0	0	0	0					0	0	0							Holding Company Transfer									
2697963	0	0	0	0	CONF	544	227	0	1107	1243	0	0	0	0	0	false	0	0	0	0	0	0	0	1826	0	0	883	0	0	0	0	0	0	0					0	0	0	MANAGEMENT FEES - CDFI NEW MARKET TAX CREDIT PROGR	EXCHANGE FEE INCOME		NETWORK ADMI AND APPLICATION EXPENSES	PROFESSIONAL											
2700984	0	0	0	0	CONF	0	0	95789	873220	0	0	111001	0	0	0	false	0	0	0	0	0	0	0	0	0	239950	0	0	0	0	0	0	0	0		2200			0	0	0			Card Revenue	Servicing Contract			capital infusion from parent company									
2702764	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0					0	0	0																
2705112	110	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	323	0	453	0	0	207	0	0	0	0	0					0	0	0																
2705895	0	0	0	7985	CONF	2427	14633	0	35000	0	0	0	0	0	0	false	0	0	0	0	0	0	0	15190	0	0	0	0	0	0	0	0	0	0					0	0	0	Global payment interchange fees	Global payment program revenues		Regulatory settlement reserve												
2708122	1220	0	0	0	CONF	0	0	0	910	1216	946	0	0	0	0	false	0	0	0	0	963	0	0	2663	0	2685	0	0	0	0	0	0	0	0					0	0	0				Computer Software Exp	Franchise Tax Exp	Losses & Charge-Offs (non loan related)										
2713920	0	0	0	0	CONF	0	0	0	3144	4359	0	0	0	0	0	false	0	0	0	0	0	0	0	1382	0	0	0	0	0	0	0	0	0	0					0	0	0				Payment to affiliate per service agreement	Investment management											
2716088	0	0	570	0	CONF	0	0	0	889	0	0	0	0	0	0	false	0	0	0	0	0	0	1368	1014	0	0	0	0	0	0	0	0	0	0					0	0	0				Shareholder Tax												
2716828	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	530	0	165	0	0	0	0	0	0	0	0					0	0	0																
2718596	127	7	88	0	CONF	130	0	0	0	0	0	0	0	0	0	false	67	0	0	17	139	23	30	472	52	15	72	1	76	113	0	0	0	0					7	16	26	FHLB Agent Fees															
2719810					CONF	805			1639	417		0	0	0	0	false		0	0					1051				944			0	0	0	0								Affiliate Administrative fee			Affiliate Management fee	Affiliate Referral fee											
2723376	0	0	0	2081	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
2724766	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
2726050	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0					0	0	0																
2728661	0	0	0	1324	CONF	163	192	0	1228	739	0	0	0	0	0	false	0	0	0	0	314	0	0	1831	0	0	0	0	0	0	0	0	0	0					958	0	0	PURCHASE CARD REVENUE	SHIPPING FEE INCOME		LOAN AUDIT FEE	SOFTWARE MAINT/LICENSE EXP											
2729677	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	22812	0	0	0	11071	0	0	0	0	0	0					0	0	0																
